Region,Altitude,Mois,Saison,SOC,Clay,Nitrogen,CEC,Temp,Hum,pH,Lux,CE,Crop
Vakinankaratra,1463.0,6,1,36.1,33.3,28.2,15.2,20.7,70.4,6.3,31828.0,1532.0,Tomate
Diana,488.0,12,0,30.8,26.1,20.5,24.4,35.0,50.8,7.4,55539.0,980.0,Mangue
Amoron'i Mania,1062.0,6,1,31.1,27.9,19.6,13.9,21.0,75.6,5.6,21187.0,600.0,Pomme_de_Terre
Vakinankaratra,1901.0,6,1,36.1,33.3,28.2,15.2,20.7,76.4,6.3,30862.0,885.0,Fraise
Itasy,1184.0,2,0,28.4,33.2,25.5,14.3,28.5,60.6,6.9,49153.0,674.0,Haricot
Analanjirofo,14.0,11,0,54.8,35.0,29.5,18.5,30.1,89.7,6.4,44323.0,437.0,Litchi
Atsimo-Andrefana,449.0,5,1,25.3,27.9,10.9,14.1,24.5,40.4,7.4,42110.0,686.0,Sorgho_CS
Vakinankaratra,1606.0,6,1,36.1,33.3,28.2,15.2,12.4,65.1,6.4,32959.0,608.0,Pomme
Menabe,252.0,11,0,23.9,28.2,16.9,14.4,26.2,97.7,5.5,59737.0,1113.0,Riz_Bas_Fonds
Menabe,370.0,11,0,23.9,28.2,16.9,14.4,25.6,57.2,5.9,73271.0,554.0,Mangue
Amoron'i Mania,1447.0,12,0,31.1,27.9,19.6,13.9,31.2,46.4,6.1,50383.0,1742.0,Sorgho
Vakinankaratra,1388.0,11,0,36.1,33.3,28.2,15.2,29.1,72.8,6.6,61250.0,1121.0,Maïs
Atsimo-Atsinanana,35.0,2,0,49.2,29.9,29.9,18.8,20.3,53.1,6.8,46726.0,1145.0,Maïs
Amoron'i Mania,1429.0,11,0,31.1,27.9,19.6,13.9,22.3,92.4,5.6,40558.0,989.0,Riz_Bas_Fonds
Diana,252.0,10,1,30.8,26.1,20.5,24.4,33.3,42.4,6.7,61068.0,683.0,Mangue
Vakinankaratra,1561.0,6,1,36.1,33.3,28.2,15.2,17.7,76.3,6.5,53583.0,726.0,Pomme
Itasy,1328.0,5,1,28.4,33.2,25.5,14.3,15.2,67.3,6.2,36322.0,1140.0,Pomme_de_Terre
Vakinankaratra,1812.0,6,1,36.1,33.3,28.2,15.2,20.6,80.5,5.7,47180.0,544.0,Fraise
Haute Matsiatra,1089.0,7,1,24.1,24.9,18.2,12.7,21.0,72.1,5.7,39790.0,1576.0,Pomme_de_Terre
Haute Matsiatra,1004.0,2,0,24.1,24.9,18.2,12.7,18.5,67.4,6.1,65887.0,1276.0,Orange
Atsimo-Atsinanana,91.0,1,0,49.2,29.9,29.9,18.8,29.3,63.4,5.6,58178.0,588.0,Riz_Plateau
Boeny,145.0,12,0,28.2,24.7,21.7,15.4,20.3,48.2,6.2,48151.0,596.0,Sorgho
Itasy,1597.0,5,1,28.4,33.2,25.5,14.3,24.6,68.3,6.0,46699.0,524.0,Tomate
Analamanga,1594.0,8,1,23.4,27.6,19.5,16.3,24.3,65.6,6.1,38948.0,1416.0,Tomate
Vakinankaratra,1491.0,11,0,36.1,33.3,28.2,15.2,28.7,74.4,6.1,36406.0,600.0,Maïs
Melaky,228.0,6,1,26.0,23.7,21.3,15.3,23.5,82.1,5.5,54724.0,1382.0,Riz_Decrue
Alaotra-Mangoro,715.0,1,0,16.6,25.9,13.3,14.3,15.2,48.5,5.9,42383.0,1211.0,Arachide
Itasy,1369.0,5,1,28.4,33.2,25.5,14.3,16.1,67.8,6.4,47682.0,1447.0,Pomme_de_Terre
Androy,278.0,6,1,14.8,24.7,10.9,22.8,24.0,34.8,6.1,57706.0,1837.0,Sorgho_CS
Atsinanana,331.0,6,1,60.7,39.8,32.2,16.4,20.2,64.3,6.5,34964.0,1038.0,Oignon
Boeny,221.0,12,0,28.2,24.7,21.7,15.4,28.7,52.2,6.1,65018.0,493.0,Mangue
Anosy,235.0,2,0,19.2,22.4,16.0,15.2,14.8,70.6,6.9,31202.0,868.0,Haricot
Amoron'i Mania,1711.0,6,1,31.1,27.9,19.6,13.9,16.1,79.8,6.7,34114.0,817.0,Pomme
Bongolava,981.0,10,1,24.5,32.2,18.9,13.2,21.2,68.3,4.8,61124.0,807.0,Ananas
Analanjirofo,74.0,12,0,54.8,35.0,29.5,18.5,21.1,65.1,6.4,54079.0,1450.0,Maïs
Melaky,256.0,7,1,26.0,23.7,21.3,15.3,32.9,82.7,5.6,50455.0,1337.0,Riz_Decrue
Melaky,23.0,7,1,26.0,23.7,21.3,15.3,27.9,90.7,5.2,44991.0,495.0,Riz_Decrue
Androy,132.0,5,1,14.8,24.7,10.9,22.8,23.2,28.8,6.7,47146.0,892.0,Sorgho_CS
Amoron'i Mania,1259.0,2,0,31.1,27.9,19.6,13.9,20.2,67.5,6.8,38346.0,1310.0,Maïs
Vakinankaratra,1963.0,7,1,36.1,33.3,28.2,15.2,21.3,76.1,5.7,54358.0,688.0,Pomme
Atsimo-Andrefana,261.0,6,1,25.3,27.9,10.9,14.1,26.1,58.2,6.8,57423.0,1076.0,Pois_du_Cap
Itasy,1607.0,6,1,28.4,33.2,25.5,14.3,16.3,82.3,5.6,54263.0,805.0,Fraise
SAVA,410.0,11,0,64.8,36.6,48.0,20.9,25.8,76.1,6.2,53279.0,983.0,Riz_Plateau
Vatovavy-Fitovinany,309.0,12,0,54.5,26.3,29.7,21.3,20.3,79.4,6.0,51314.0,782.0,Riz_Plateau
Itasy,1721.0,4,0,28.4,33.2,25.5,14.3,19.1,77.2,6.3,53813.0,695.0,Fraise
Atsinanana,60.0,6,1,60.7,39.8,32.2,16.4,18.4,61.6,6.8,52154.0,458.0,Oignon
SAVA,67.0,9,1,64.8,36.6,48.0,20.9,24.1,84.9,5.3,67795.0,813.0,Ananas
Amoron'i Mania,1188.0,7,1,31.1,27.9,19.6,13.9,14.2,78.2,6.0,44329.0,611.0,Pomme
Haute Matsiatra,1402.0,6,1,24.1,24.9,18.2,12.7,19.5,66.2,6.5,35421.0,1360.0,Tomate
Vakinankaratra,1564.0,8,1,36.1,33.3,28.2,15.2,14.1,84.5,5.5,39687.0,1345.0,Pomme_de_Terre
Vatovavy-Fitovinany,42.0,1,0,54.5,26.3,29.7,21.3,18.4,61.8,6.6,42649.0,898.0,Haricot
Itasy,1462.0,4,0,28.4,33.2,25.5,14.3,18.1,83.4,6.2,50439.0,475.0,Fraise
Vakinankaratra,1795.0,5,1,36.1,33.3,28.2,15.2,24.0,75.5,6.3,45450.0,699.0,Fraise
Haute Matsiatra,1097.0,12,0,24.1,24.9,18.2,12.7,18.9,48.4,6.3,49237.0,665.0,Arachide
Diana,346.0,10,1,30.8,26.1,20.5,24.4,34.8,45.3,6.4,54131.0,986.0,Mangue
Androy,347.0,6,1,14.8,24.7,10.9,22.8,24.0,34.2,6.4,43765.0,1235.0,Sorgho_CS
Amoron'i Mania,1557.0,7,1,31.1,27.9,19.6,13.9,13.0,77.9,6.4,43900.0,510.0,Pomme_de_Terre
Atsinanana,113.0,7,1,60.7,39.8,32.2,16.4,24.4,62.0,6.2,32105.0,1092.0,Oignon
Atsinanana,322.0,11,0,60.7,39.8,32.2,16.4,23.1,80.4,5.2,62841.0,494.0,Litchi
SAVA,403.0,12,0,64.8,36.6,48.0,20.9,30.3,81.1,5.6,45615.0,440.0,Litchi
Analamanga,1157.0,5,1,23.4,27.6,19.5,16.3,23.0,70.5,5.8,46749.0,806.0,Fraise
Atsinanana,288.0,6,1,60.7,39.8,32.2,16.4,24.3,60.1,6.8,50960.0,1226.0,Tomate
Vakinankaratra,1931.0,6,1,36.1,33.3,28.2,15.2,19.2,65.9,5.9,26572.0,506.0,Pomme_de_Terre
Analamanga,1380.0,6,1,23.4,27.6,19.5,16.3,17.3,75.6,6.5,28001.0,1434.0,Pomme_de_Terre
Amoron'i Mania,1581.0,7,1,31.1,27.9,19.6,13.9,14.9,60.6,6.0,47390.0,476.0,Pomme
Boeny,230.0,1,0,28.2,24.7,21.7,15.4,26.4,31.4,5.5,64577.0,1803.0,Sorgho
Amoron'i Mania,1160.0,6,1,31.1,27.9,19.6,13.9,20.8,76.0,6.5,58590.0,502.0,Pomme
Itasy,1494.0,2,0,28.4,33.2,25.5,14.3,21.5,66.8,7.2,60580.0,938.0,Orange
Amoron'i Mania,1534.0,1,0,31.1,27.9,19.6,13.9,21.9,63.2,6.8,38984.0,1351.0,Arachide
Itasy,1433.0,1,0,28.4,33.2,25.5,14.3,18.9,78.8,6.4,68891.0,1289.0,Orange
Androy,312.0,6,1,14.8,24.7,10.9,22.8,32.2,39.2,6.5,50120.0,986.0,Sorgho_CS
Atsinanana,346.0,11,0,60.7,39.8,32.2,16.4,29.0,81.0,5.8,55569.0,547.0,Litchi
Boeny,260.0,6,1,28.2,24.7,21.7,15.4,24.3,90.1,5.4,50866.0,620.0,Riz_Decrue
Amoron'i Mania,1411.0,7,1,31.1,27.9,19.6,13.9,11.0,79.9,6.0,37354.0,405.0,Pomme
SAVA,101.0,9,1,64.8,36.6,48.0,20.9,29.0,69.0,5.4,65547.0,980.0,Ananas
Amoron'i Mania,1429.0,6,1,31.1,27.9,19.6,13.9,19.5,79.7,6.4,42844.0,441.0,Pomme
Atsinanana,246.0,10,1,60.7,39.8,32.2,16.4,20.7,62.4,5.1,51064.0,601.0,Ananas
Itasy,1468.0,5,1,28.4,33.2,25.5,14.3,14.7,83.8,5.7,39597.0,1350.0,Pomme_de_Terre
Anosy,151.0,12,0,19.2,22.4,16.0,15.2,27.4,73.2,6.2,56738.0,408.0,Riz_Plateau
Itasy,1433.0,1,0,28.4,33.2,25.5,14.3,26.2,63.5,6.1,63086.0,682.0,Orange
Diana,183.0,12,0,30.8,26.1,20.5,24.4,31.0,65.1,5.5,56067.0,1114.0,Mangue
Bongolava,1275.0,10,1,24.5,32.2,18.9,13.2,26.3,41.8,7.4,50104.0,1011.0,Sorgho
Alaotra-Mangoro,824.0,6,1,16.6,25.9,13.3,14.3,31.2,89.6,5.6,42436.0,568.0,Riz_Decrue
Vakinankaratra,1660.0,6,1,36.1,33.3,28.2,15.2,21.3,81.4,5.6,52009.0,709.0,Fraise
Haute Matsiatra,1304.0,2,0,24.1,24.9,18.2,12.7,24.1,68.6,7.2,44497.0,1152.0,Orange
Melaky,20.0,1,0,26.0,23.7,21.3,15.3,27.1,70.3,6.2,62604.0,1095.0,Riz_Plateau
Analanjirofo,399.0,2,0,54.8,35.0,29.5,18.5,32.8,66.7,6.1,61666.0,709.0,Riz_Plateau
SAVA,180.0,11,0,64.8,36.6,48.0,20.9,28.4,78.9,5.9,67933.0,841.0,Litchi
Betsiboka,126.0,5,1,27.9,23.7,28.2,10.9,28.3,88.5,5.3,48553.0,402.0,Riz_Decrue
Melaky,79.0,12,0,26.0,23.7,21.3,15.3,24.6,67.8,5.7,35270.0,547.0,Arachide
Menabe,387.0,11,0,23.9,28.2,16.9,14.4,21.6,39.4,6.7,59620.0,1739.0,Sorgho
Melaky,202.0,12,0,26.0,23.7,21.3,15.3,23.1,71.5,6.6,50629.0,616.0,Haricot
Menabe,162.0,12,0,23.9,28.2,16.9,14.4,28.6,48.6,6.3,57953.0,928.0,Arachide
SAVA,272.0,10,1,64.8,36.6,48.0,20.9,21.3,84.6,5.3,63905.0,628.0,Ananas
Sofia,458.0,5,1,24.8,23.3,16.4,10.2,26.9,68.6,6.9,52783.0,884.0,Oignon
Vakinankaratra,1648.0,12,0,36.1,33.3,28.2,15.2,26.6,86.4,5.9,43933.0,620.0,Riz_Bas_Fonds
Betsiboka,102.0,5,1,27.9,23.7,28.2,10.9,29.9,86.0,5.1,41690.0,1021.0,Riz_Decrue
Atsimo-Andrefana,40.0,6,1,25.3,27.9,10.9,14.1,24.7,56.4,6.1,59851.0,644.0,Oignon
Vakinankaratra,1916.0,11,0,36.1,33.3,28.2,15.2,23.0,35.2,6.1,53870.0,815.0,Sorgho
Alaotra-Mangoro,1107.0,6,1,16.6,25.9,13.3,14.3,21.2,51.6,7.4,54259.0,309.0,Haricot_CS
Vakinankaratra,1891.0,12,0,36.1,33.3,28.2,15.2,25.4,58.2,5.6,59591.0,647.0,Arachide
Bongolava,1060.0,11,0,24.5,32.2,18.9,13.2,24.4,91.1,5.5,40272.0,1277.0,Banane
Anosy,257.0,1,0,19.2,22.4,16.0,15.2,30.8,36.1,7.5,49876.0,969.0,Sorgho
Diana,185.0,11,0,30.8,26.1,20.5,24.4,28.9,54.2,7.0,79407.0,883.0,Mangue
Atsinanana,89.0,5,1,60.7,39.8,32.2,16.4,18.5,73.2,5.7,39854.0,654.0,Tomate
Diana,158.0,5,1,30.8,26.1,20.5,24.4,27.6,68.1,6.6,56972.0,865.0,Oignon
Itasy,1001.0,10,1,28.4,33.2,25.5,14.3,25.0,52.8,7.4,61708.0,1968.0,Sorgho
Haute Matsiatra,1409.0,6,1,24.1,24.9,18.2,12.7,17.3,78.8,6.4,20035.0,1241.0,Pomme_de_Terre
Atsinanana,131.0,9,1,60.7,39.8,32.2,16.4,20.4,60.6,4.8,66571.0,1070.0,Ananas
Itasy,1796.0,6,1,28.4,33.2,25.5,14.3,21.4,67.7,5.9,40442.0,1560.0,Pomme_de_Terre
Anosy,450.0,1,0,19.2,22.4,16.0,15.2,25.9,92.0,5.7,54203.0,1084.0,Riz_Bas_Fonds
Boeny,37.0,10,1,28.2,24.7,21.7,15.4,37.3,68.0,5.9,77647.0,406.0,Mangue
Anosy,136.0,7,1,19.2,22.4,16.0,15.2,26.9,28.5,6.9,49073.0,1958.0,Sorgho_CS
Vakinankaratra,1915.0,7,1,36.1,33.3,28.2,15.2,21.3,68.6,5.9,38963.0,788.0,Pomme
Atsimo-Andrefana,377.0,6,1,25.3,27.9,10.9,14.1,26.3,39.5,7.2,57843.0,1862.0,Sorgho_CS
Menabe,308.0,2,0,23.9,28.2,16.9,14.4,15.6,77.4,6.1,42486.0,617.0,Haricot
Vakinankaratra,1425.0,7,1,36.1,33.3,28.2,15.2,19.3,61.5,6.6,38460.0,863.0,Oignon
Amoron'i Mania,1271.0,7,1,31.1,27.9,19.6,13.9,19.7,62.2,5.8,50893.0,988.0,Pomme
Bongolava,896.0,11,0,24.5,32.2,18.9,13.2,31.7,64.9,4.5,62170.0,454.0,Ananas
Diana,344.0,2,0,30.8,26.1,20.5,24.4,19.2,63.2,6.2,45220.0,594.0,Orange
Itasy,1090.0,5,1,28.4,33.2,25.5,14.3,19.4,61.8,7.0,49833.0,693.0,Haricot_CS
Itasy,1741.0,11,0,28.4,33.2,25.5,14.3,25.3,88.3,5.6,50499.0,997.0,Riz_Bas_Fonds
Amoron'i Mania,1216.0,6,1,31.1,27.9,19.6,13.9,18.3,74.9,6.2,43694.0,874.0,Pomme
Alaotra-Mangoro,1113.0,12,0,16.6,25.9,13.3,14.3,20.0,53.6,7.2,58801.0,699.0,Sorgho
Itasy,1166.0,6,1,28.4,33.2,25.5,14.3,17.2,53.8,7.3,35555.0,808.0,Haricot_CS
Androy,341.0,5,1,14.8,24.7,10.9,22.8,30.0,41.5,7.0,57282.0,1535.0,Sorgho_CS
Androy,267.0,7,1,14.8,24.7,10.9,22.8,31.1,49.9,6.5,50487.0,1153.0,Sorgho_CS
Menabe,5.0,7,1,23.9,28.2,16.9,14.4,23.3,82.5,6.1,58757.0,1484.0,Riz_Decrue
Amoron'i Mania,1612.0,6,1,31.1,27.9,19.6,13.9,18.7,69.9,6.8,42626.0,641.0,Pomme
Menabe,55.0,11,0,23.9,28.2,16.9,14.4,21.9,45.2,6.5,52302.0,1294.0,Sorgho
Alaotra-Mangoro,1014.0,1,0,16.6,25.9,13.3,14.3,29.7,73.5,6.3,50193.0,451.0,Haricot
Anosy,254.0,1,0,19.2,22.4,16.0,15.2,34.9,97.8,5.4,47136.0,1096.0,Riz_Bas_Fonds
Atsimo-Andrefana,430.0,7,1,25.3,27.9,10.9,14.1,26.7,29.2,6.5,46396.0,1929.0,Sorgho_CS
Vakinankaratra,1216.0,8,1,36.1,33.3,28.2,15.2,27.6,54.6,6.7,48673.0,1087.0,Oignon
Vakinankaratra,1516.0,4,0,36.1,33.3,28.2,15.2,19.1,84.9,5.5,37016.0,666.0,Fraise
Analamanga,1234.0,4,0,23.4,27.6,19.5,16.3,24.6,76.6,5.9,29464.0,660.0,Fraise
Haute Matsiatra,1516.0,2,0,24.1,24.9,18.2,12.7,22.6,64.2,7.3,67020.0,992.0,Orange
Ihorombe,711.0,12,0,15.9,28.1,12.1,17.6,21.2,48.4,6.7,40226.0,996.0,Arachide
Itasy,1211.0,1,0,28.4,33.2,25.5,14.3,23.7,65.9,6.5,41246.0,1204.0,Orange
Atsimo-Andrefana,297.0,6,1,25.3,27.9,10.9,14.1,22.6,64.0,6.3,45859.0,402.0,Oignon
Vakinankaratra,1552.0,5,1,36.1,33.3,28.2,15.2,21.7,76.8,5.8,44302.0,466.0,Fraise
Sofia,490.0,1,0,24.8,23.3,16.4,10.2,25.1,75.0,6.2,43554.0,712.0,Riz_Plateau
Analanjirofo,168.0,11,0,54.8,35.0,29.5,18.5,22.7,71.2,6.3,62770.0,459.0,Litchi
Betsiboka,125.0,1,0,27.9,23.7,28.2,10.9,19.1,69.8,6.1,57483.0,1386.0,Arachide
Analamanga,1171.0,5,1,23.4,27.6,19.5,16.3,22.8,45.4,6.3,34711.0,758.0,Haricot_CS
Analamanga,1413.0,6,1,23.4,27.6,19.5,16.3,21.6,79.9,6.2,30096.0,724.0,Fraise
Vakinankaratra,1952.0,6,1,36.1,33.3,28.2,15.2,18.5,78.9,5.6,55168.0,428.0,Pomme
Haute Matsiatra,1021.0,6,1,24.1,24.9,18.2,12.7,13.6,80.2,6.3,20761.0,1584.0,Pomme_de_Terre
Haute Matsiatra,1099.0,6,1,24.1,24.9,18.2,12.7,19.2,69.7,6.1,52266.0,878.0,Tomate
Analamanga,1581.0,4,0,23.4,27.6,19.5,16.3,22.8,78.8,6.4,34510.0,677.0,Fraise
Analamanga,1134.0,4,0,23.4,27.6,19.5,16.3,19.1,59.7,6.1,49592.0,757.0,Haricot_CS
Atsimo-Atsinanana,46.0,2,0,49.2,29.9,29.9,18.8,20.9,78.4,6.3,29389.0,349.0,Haricot
Vakinankaratra,1532.0,7,1,36.1,33.3,28.2,15.2,19.3,68.1,6.6,57424.0,939.0,Pomme
Vakinankaratra,1592.0,6,1,36.1,33.3,28.2,15.2,17.5,61.0,5.9,59700.0,583.0,Pomme
Atsinanana,253.0,11,0,60.7,39.8,32.2,16.4,33.6,83.1,6.5,35163.0,1135.0,Banane
Haute Matsiatra,1188.0,2,0,24.1,24.9,18.2,12.7,23.0,66.2,7.2,54786.0,725.0,Orange
Alaotra-Mangoro,706.0,7,1,16.6,25.9,13.3,14.3,20.1,46.6,6.9,48958.0,405.0,Haricot_CS
Amoron'i Mania,1557.0,12,0,31.1,27.9,19.6,13.9,28.8,73.3,6.2,63066.0,1145.0,Maïs
Vakinankaratra,1362.0,6,1,36.1,33.3,28.2,15.2,23.9,60.4,6.3,30069.0,1464.0,Tomate
Analanjirofo,37.0,11,0,54.8,35.0,29.5,18.5,22.9,76.3,5.3,59802.0,873.0,Litchi
Boeny,27.0,12,0,28.2,24.7,21.7,15.4,37.3,50.1,5.7,69175.0,1116.0,Mangue
Atsimo-Andrefana,277.0,6,1,25.3,27.9,10.9,14.1,34.6,37.1,6.8,59234.0,810.0,Sorgho_CS
Vakinankaratra,1895.0,1,0,36.1,33.3,28.2,15.2,19.4,52.5,5.7,54414.0,870.0,Arachide
Atsinanana,304.0,11,0,60.7,39.8,32.2,16.4,22.7,86.3,5.9,60849.0,692.0,Banane
Analanjirofo,396.0,2,0,54.8,35.0,29.5,18.5,20.6,68.1,5.8,44489.0,835.0,Riz_Plateau
Analamanga,1192.0,1,0,23.4,27.6,19.5,16.3,14.4,76.1,6.7,25366.0,746.0,Haricot
Sofia,93.0,12,0,24.8,23.3,16.4,10.2,27.2,88.4,5.8,44117.0,1333.0,Riz_Bas_Fonds
Analamanga,1500.0,11,0,23.4,27.6,19.5,16.3,22.6,60.6,6.9,42651.0,1226.0,Maïs
Itasy,1296.0,5,1,28.4,33.2,25.5,14.3,22.4,80.5,5.8,49513.0,764.0,Fraise
Haute Matsiatra,1176.0,11,0,24.1,24.9,18.2,12.7,34.2,77.9,6.2,54103.0,596.0,Riz_Plateau
Diana,188.0,2,0,30.8,26.1,20.5,24.4,26.0,56.8,7.1,53859.0,979.0,Orange
Melaky,105.0,12,0,26.0,23.7,21.3,15.3,17.9,64.4,6.3,36166.0,1308.0,Arachide
Anosy,124.0,7,1,19.2,22.4,16.0,15.2,30.4,36.7,7.1,49950.0,1416.0,Sorgho_CS
Betsiboka,304.0,11,0,27.9,23.7,28.2,10.9,21.7,64.3,5.8,45498.0,1104.0,Riz_Plateau
Amoron'i Mania,1131.0,6,1,31.1,27.9,19.6,13.9,17.1,66.4,6.2,51099.0,714.0,Pomme
Atsinanana,138.0,12,0,60.7,39.8,32.2,16.4,25.5,84.7,5.1,40779.0,394.0,Litchi
Analamanga,1376.0,7,1,23.4,27.6,19.5,16.3,20.5,63.5,6.0,38590.0,1621.0,Tomate
Bongolava,1066.0,6,1,24.5,32.2,18.9,13.2,15.3,60.0,6.5,38634.0,313.0,Haricot_CS
Itasy,1511.0,4,0,28.4,33.2,25.5,14.3,17.4,79.8,5.6,51116.0,539.0,Fraise
Alaotra-Mangoro,953.0,5,1,16.6,25.9,13.3,14.3,22.8,63.1,6.5,31636.0,1046.0,Haricot_CS
Itasy,1141.0,10,1,28.4,33.2,25.5,14.3,31.5,37.3,6.4,49099.0,1526.0,Sorgho
SAVA,388.0,11,0,64.8,36.6,48.0,20.9,31.8,87.4,5.5,48378.0,619.0,Riz_Bas_Fonds
Diana,235.0,2,0,30.8,26.1,20.5,24.4,24.6,63.6,6.3,66223.0,648.0,Orange
Menabe,224.0,11,0,23.9,28.2,16.9,14.4,28.6,52.8,6.5,72023.0,991.0,Mangue
Vakinankaratra,1740.0,7,1,36.1,33.3,28.2,15.2,26.2,67.1,6.8,48218.0,1403.0,Tomate
Analamanga,1119.0,11,0,23.4,27.6,19.5,16.3,28.8,58.4,6.8,38764.0,843.0,Maïs
SAVA,416.0,12,0,64.8,36.6,48.0,20.9,28.5,81.4,5.0,47443.0,718.0,Litchi
Menabe,6.0,12,0,23.9,28.2,16.9,14.4,35.8,41.1,6.6,79389.0,557.0,Mangue
Vakinankaratra,1663.0,6,1,36.1,33.3,28.2,15.2,16.8,66.4,5.6,51695.0,999.0,Pomme
Atsinanana,261.0,12,0,60.7,39.8,32.2,16.4,20.4,79.2,6.3,63347.0,759.0,Litchi
Amoron'i Mania,1031.0,11,0,31.1,27.9,19.6,13.9,29.3,47.9,6.6,60440.0,1688.0,Sorgho
Itasy,1271.0,11,0,28.4,33.2,25.5,14.3,26.4,63.3,6.3,40957.0,1066.0,Maïs
Analamanga,1419.0,5,1,23.4,27.6,19.5,16.3,13.3,71.6,6.1,48770.0,800.0,Pomme_de_Terre
Menabe,213.0,1,0,23.9,28.2,16.9,14.4,28.4,79.8,6.4,63803.0,488.0,Riz_Plateau
Androy,73.0,7,1,14.8,24.7,10.9,22.8,23.3,34.1,6.9,42854.0,1066.0,Sorgho_CS
Menabe,189.0,5,1,23.9,28.2,16.9,14.4,31.5,85.1,6.2,62013.0,860.0,Riz_Decrue
Boeny,275.0,7,1,28.2,24.7,21.7,15.4,25.7,85.9,6.3,51057.0,653.0,Riz_Decrue
Vakinankaratra,1434.0,7,1,36.1,33.3,28.2,15.2,19.3,72.4,5.5,42495.0,658.0,Pomme_de_Terre
Vakinankaratra,1774.0,1,0,36.1,33.3,28.2,15.2,20.1,65.8,5.6,50063.0,1098.0,Arachide
Haute Matsiatra,1340.0,11,0,24.1,24.9,18.2,12.7,26.3,64.9,6.0,52524.0,388.0,Riz_Plateau
Atsimo-Andrefana,397.0,12,0,25.3,27.9,10.9,14.1,29.8,56.1,5.6,51705.0,920.0,Arachide
Analamanga,1362.0,5,1,23.4,27.6,19.5,16.3,23.1,65.1,6.7,51355.0,1155.0,Tomate
Vakinankaratra,1695.0,5,1,36.1,33.3,28.2,15.2,21.3,80.3,6.3,38316.0,1601.0,Pomme_de_Terre
Haute Matsiatra,1581.0,12,0,24.1,24.9,18.2,12.7,23.1,88.7,6.4,35067.0,1166.0,Riz_Bas_Fonds
Alaotra-Mangoro,858.0,7,1,16.6,25.9,13.3,14.3,31.9,88.7,6.1,46639.0,957.0,Riz_Decrue
Diana,242.0,1,0,30.8,26.1,20.5,24.4,24.4,76.8,6.6,59430.0,722.0,Orange
Boeny,197.0,11,0,28.2,24.7,21.7,15.4,29.2,58.5,6.1,56421.0,962.0,Mangue
Ihorombe,1025.0,1,0,15.9,28.1,12.1,17.6,25.1,63.8,6.9,47194.0,766.0,Haricot
Amoron'i Mania,1214.0,6,1,31.1,27.9,19.6,13.9,13.2,69.1,6.7,59487.0,949.0,Pomme
Atsimo-Andrefana,98.0,7,1,25.3,27.9,10.9,14.1,29.0,55.3,6.1,43166.0,748.0,Pois_du_Cap
Menabe,307.0,11,0,23.9,28.2,16.9,14.4,30.2,65.7,6.7,51768.0,591.0,Mangue
Menabe,311.0,6,1,23.9,28.2,16.9,14.4,20.9,53.3,7.4,54071.0,982.0,Pois_du_Cap
Amoron'i Mania,1784.0,7,1,31.1,27.9,19.6,13.9,10.1,73.9,6.0,34845.0,800.0,Pomme
Bongolava,1319.0,10,1,24.5,32.2,18.9,13.2,20.3,32.4,5.8,53987.0,1986.0,Sorgho
Androy,61.0,7,1,14.8,24.7,10.9,22.8,24.6,32.5,6.7,61646.0,1934.0,Sorgho_CS
Diana,149.0,1,0,30.8,26.1,20.5,24.4,26.3,79.3,6.3,61780.0,896.0,Orange
Atsimo-Andrefana,110.0,5,1,25.3,27.9,10.9,14.1,22.2,55.5,6.7,32569.0,430.0,Oignon
Sofia,524.0,5,1,24.8,23.3,16.4,10.2,30.4,87.2,6.1,43831.0,430.0,Riz_Decrue
Bongolava,902.0,10,1,24.5,32.2,18.9,13.2,22.7,45.4,6.1,50474.0,1186.0,Sorgho
SAVA,431.0,12,0,64.8,36.6,48.0,20.9,31.1,83.3,5.8,43943.0,427.0,Litchi
Itasy,1409.0,11,0,28.4,33.2,25.5,14.3,30.2,48.2,6.7,48368.0,851.0,Sorgho
Atsinanana,231.0,12,0,60.7,39.8,32.2,16.4,33.4,81.6,6.7,57110.0,990.0,Banane
Itasy,1160.0,12,0,28.4,33.2,25.5,14.3,33.0,61.9,5.6,45211.0,389.0,Riz_Plateau
Analamanga,1181.0,6,1,23.4,27.6,19.5,16.3,18.6,79.4,6.4,25519.0,1618.0,Pomme_de_Terre
Anosy,267.0,6,1,19.2,22.4,16.0,15.2,32.5,26.8,7.4,63515.0,1165.0,Sorgho_CS
Atsimo-Andrefana,139.0,6,1,25.3,27.9,10.9,14.1,30.0,36.8,6.4,41133.0,1960.0,Pois_du_Cap
Bongolava,987.0,6,1,24.5,32.2,18.9,13.2,20.1,66.7,6.7,49380.0,967.0,Haricot_CS
Atsinanana,161.0,12,0,60.7,39.8,32.2,16.4,26.3,71.8,6.1,47339.0,363.0,Litchi
Alaotra-Mangoro,1058.0,8,1,16.6,25.9,13.3,14.3,30.3,93.5,6.3,53772.0,1182.0,Riz_Decrue
Analamanga,1191.0,5,1,23.4,27.6,19.5,16.3,25.5,66.7,6.2,36897.0,1576.0,Tomate
Sofia,333.0,5,1,24.8,23.3,16.4,10.2,25.5,94.3,5.0,52776.0,651.0,Riz_Decrue
Menabe,162.0,11,0,23.9,28.2,16.9,14.4,26.1,49.7,6.1,45889.0,1501.0,Sorgho
Bongolava,1270.0,1,0,24.5,32.2,18.9,13.2,17.0,60.5,6.9,46644.0,935.0,Haricot
